Counting cache functions... Output every 1 seconds.
TIME         HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
15:46:56     2009        0    15152   100.0%            8      15032
15:46:57     2009        2    12260    99.9%            8      15045
15:46:58     2259        6    14006    99.7%            8      15031
15:46:59     2076    17379    14548    10.7%            8      15040
15:47:00     2112     7203     7016    22.7%            8      15029
15:47:01     2185        6    13225    99.7%            8      15045
15:47:02     2019    21636     8435     8.5%            8      15030
15:47:03     2159     4675    10736    31.6%            8      15030
15:47:04     2149        6    11295    99.7%            8      15035
15:47:05     2048    24994    19382     7.6%            8      15042
15:47:06     1964     4893     6915    28.6%            8      15034
15:47:07     2022        0    16413   100.0%            8      15031
15:47:08     1948        0    11645   100.0%            8      15033
15:47:09     2014    40512    16302     4.7%            8      15031
15:47:10     2269     6694    13989    25.3%            8      15040
15:47:11     2087        4    12254    99.8%            8      15023
15:47:12     1953        0    11941   100.0%            8      15033
15:47:13     1939        0    10169   100.0%            8      15035
15:47:14     2780    45792    18648     5.7%            8      15031
15:47:15     2008     1824    13535    52.4%            8      15046
15:47:16     1974        0    11855   100.0%            8      15030
15:47:17     1961        0    13389   100.0%            8      15038
15:47:18     1962      576    11947    77.3%            8      15024
15:47:19     2012    47040    10205     4.1%            8      15039
15:47:20     2005        0    13482   100.0%            8      15027
15:47:21     2005        0    13619   100.0%            8      15034
15:47:22     1991        0    16508   100.0%            8      15022
15:47:23     2002     3109    16566    39.2%            8      15031
15:47:24     2034    44064    14929     4.4%            8      15042
15:47:25     1956        0    13642   100.0%            8      15023
15:47:26     1959        2    14595    99.9%            8      15036
15:47:27     2009        0    15848   100.0%            8      15024
15:47:28     1991     7168    15742    21.7%            8      15038
15:47:29     2016    41152    14823     4.7%            8      15032
15:47:30     2000        0    16038   100.0%            8      15023
15:47:31     1994        2    13462    99.9%            8      15031
15:47:32     1999        0    13781   100.0%            8      15042
15:47:33     2017     9600    17493    17.4%            8      15023
15:47:34     2033    37440    13447     5.2%            8      15026
15:47:35     1974        0    14809   100.0%            8      15038
15:47:36     1977        2    13993    99.9%            8      15021
15:47:37     2013        0    16371   100.0%            8      15035
15:47:39     1992    14240    12843    12.3%            8      15020
15:47:40     2084    34336    14024     5.7%            8      15025
15:47:41     2011        0    13571   100.0%            8      15037
15:47:42     2146        5    12561    99.8%            8      15023
15:47:43     2144        6    13577    99.7%            8      15019
15:47:44     2110     4483    11235    32.0%            8      15018
15:47:45     2080    19330    15006     9.7%            8      15029
15:47:46     2157     7235    19014    23.0%            8      15027
15:47:47     2053    23236    10230     8.1%            8      15020
15:47:48     2180        3    15263    99.9%            8      15038
15:47:49     2105     3971    13391    34.6%            8      15039
15:47:50     2051    22432    15835     8.4%            8      15031
15:47:51     1986        0    15421   100.0%            8      15018
15:47:52     1968    13564    12793    12.7%            8      15025
15:47:53     2056    34240    13391     5.7%            8      15023
15:47:54     2138        4    11879    99.8%            8      15031
15:47:55     3202        4    11569    99.9%            8      15020
15:47:56     2089        1    12919   100.0%            8      15034
15:47:57     1989    16280    12476    10.9%            8      15029
15:47:58     2022    31744    14125     6.0%            8      15019
15:47:59     1994        0     8896   100.0%            8      15023
15:48:00     2010        0    14582   100.0%            8      15035
15:48:01     2019        0    14266   100.0%            8      15024
15:48:02     1998    17982    12013    10.0%            8      15027
15:48:03     2014    28512    12455     6.6%            8      15025
15:48:04     1997        0    10967   100.0%            8      15034
15:48:05     2020        0    13896   100.0%            8      15020
15:48:06     2029        0    14909   100.0%            8      15039
15:48:07     2016    23170    13838     8.0%            8      15042
15:48:08     2029    24128    10949     7.8%            8      15021
15:48:09     1975        0    12016   100.0%            8      15035
15:48:10     2010        0    13972   100.0%            8      15026
15:48:11     1956        0     9390   100.0%            8      15027
15:48:12     1998    25730    12964     7.2%            8      15038
15:48:13     1990    21536     9700     8.5%            8      15040
15:48:14     2011        0    14958   100.0%            8      15033
15:48:15     2808        0    13976   100.0%            8      15021
15:48:16     2019        0    13543   100.0%            8      15036
15:48:17     2009    30242     9780     6.2%            8      15035
15:48:18     2002    18624     9145     9.7%            8      15038
15:48:19     1958        0    11522   100.0%            8      15046
